"kaffebar_id","aar","maaned","maaned_nr","varme_dager","iskaffe_salg"
60,2022,8,20,17,278
60,2022,9,21,10,234
60,2022,10,22,4,180
60,2022,11,23,0,149
60,2022,12,24,0,204
60,2023,1,25,1,211
60,2023,2,26,0,167
60,2023,3,27,4,196
60,2023,4,28,1,176
60,2023,5,29,11,219
60,2023,6,30,16,245
60,2023,7,31,17,267
60,2023,8,32,17,246
60,2023,9,33,10,202
60,2023,10,34,5,191
60,2023,11,35,1,157
60,2023,12,36,3,201
61,2021,1,1,0,183
61,2021,2,2,0,181
61,2021,3,3,0,158
61,2021,4,4,1,218
61,2021,5,5,4,224
61,2021,6,6,15,282
61,2021,7,7,19,333
61,2021,8,8,16,329
61,2021,9,9,11,261
61,2021,10,10,0,202
61,2021,11,11,0,158
61,2021,12,12,0,229
61,2022,1,13,0,184
61,2022,2,14,0,209
61,2022,3,15,0,160
61,2022,4,16,3,192
61,2022,5,17,2,210
61,2022,6,18,16,260
61,2022,7,19,20,321
61,2022,8,20,14,277
61,2022,9,21,7,231
61,2022,10,22,1,210
61,2022,11,23,0,205
61,2022,12,24,0,215
61,2023,1,25,0,210
61,2023,2,26,0,204
61,2023,3,27,1,203
61,2023,4,28,0,178
61,2023,5,29,7,239
61,2023,6,30,15,286
61,2023,7,31,20,307
61,2023,8,32,13,288
61,2023,9,33,8,246
61,2023,10,34,1,217
61,2023,11,35,0,190
61,2023,12,36,0,215
62,2021,1,1,1,214
62,2021,2,2,1,178
62,2021,3,3,7,236
62,2021,4,4,5,243
62,2021,5,5,11,283
62,2021,6,6,18,286
62,2021,7,7,21,319
62,2021,8,8,22,325
62,2021,9,9,12,271
62,2021,10,10,7,230
62,2021,11,11,3,186
62,2021,12,12,1,249
62,2022,1,13,3,252
62,2022,2,14,5,223
62,2022,3,15,3,216
62,2022,4,16,5,201
62,2022,5,17,11,248
62,2022,6,18,16,271
62,2022,7,19,21,335
62,2022,8,20,20,306
62,2022,9,21,9,282
62,2022,10,22,5,251
62,2022,11,23,0,185
62,2022,12,24,0,243
62,2023,1,25,3,254
62,2023,2,26,2,206
62,2023,3,27,2,218
62,2023,4,28,3,237
62,2023,5,29,11,252
62,2023,6,30,18,303
62,2023,7,31,23,338
62,2023,8,32,18,270
62,2023,9,33,12,267
62,2023,10,34,6,237
62,2023,11,35,5,255
62,2023,12,36,5,236
63,2021,1,1,1,183
63,2021,2,2,0,189
63,2021,3,3,2,176
63,2021,4,4,0,153
63,2021,5,5,7,208
63,2021,6,6,13,299
63,2021,7,7,20,288
63,2021,8,8,17,317
63,2021,9,9,12,265
63,2021,10,10,0,222
63,2021,11,11,2,179
63,2021,12,12,0,223
63,2022,1,13,0,195
63,2022,2,14,0,206
63,2022,3,15,0,196
63,2022,4,16,1,180
63,2022,5,17,2,192
63,2022,6,18,12,279
63,2022,7,19,21,291
63,2022,8,20,18,293
63,2022,9,21,4,229
63,2022,10,22,2,186
63,2022,11,23,1,185
63,2022,12,24,0,231
63,2023,1,25,0,197
63,2023,2,26,0,179
63,2023,3,27,0,181
63,2023,4,28,2,192
63,2023,5,29,7,225
63,2023,6,30,10,281
63,2023,7,31,19,305
63,2023,8,32,17,322
63,2023,9,33,9,276
63,2023,10,34,3,183
63,2023,11,35,0,163
63,2023,12,36,0,203
64,2021,1,1,0,200
64,2021,2,2,0,198
64,2021,3,3,0,184
64,2021,4,4,0,191
64,2021,5,5,11,251
64,2021,6,6,15,272
64,2021,7,7,19,297
64,2021,8,8,16,307
64,2021,9,9,5,224
64,2021,10,10,3,200
64,2021,11,11,0,152
64,2021,12,12,2,227
64,2022,1,13,0,201
64,2022,2,14,1,187
64,2022,3,15,3,164
64,2022,4,16,1,175
64,2022,5,17,5,212
64,2022,6,18,13,221
64,2022,7,19,20,318
64,2022,8,20,15,260
64,2022,9,21,5,235
64,2022,10,22,0,197
64,2022,11,23,0,165
64,2022,12,24,1,243
64,2023,1,25,0,202
64,2023,2,26,0,180
64,2023,3,27,0,209
64,2023,4,28,0,173
64,2023,5,29,5,189
64,2023,6,30,12,273
64,2023,7,31,18,284
64,2023,8,32,16,252
64,2023,9,33,9,245
64,2023,10,34,1,190
64,2023,11,35,1,173
64,2023,12,36,0,223
65,2021,1,1,0,130
65,2021,2,2,0,148
65,2021,3,3,0,150
65,2021,4,4,0,144
65,2021,5,5,4,181
65,2021,6,6,8,171
65,2021,7,7,9,199
65,2021,8,8,16,229
65,2021,9,9,1,125
65,2021,10,10,0,155
65,2021,11,11,0,125
65,2021,12,12,0,170
65,2022,1,13,0,139
65,2022,2,14,0,154
65,2022,3,15,0,104
65,2022,4,16,0,94
65,2022,5,17,3,114
65,2022,6,18,11,175
65,2022,7,19,13,241
65,2022,8,20,9,209
65,2022,9,21,3,180
65,2022,10,22,0,122
65,2022,11,23,0,126
65,2022,12,24,0,168
65,2023,1,25,0,145
65,2023,2,26,0,108
65,2023,3,27,0,126
65,2023,4,28,0,104
65,2023,5,29,0,126
65,2023,6,30,8,163
65,2023,7,31,11,177
65,2023,8,32,11,198
65,2023,9,33,0,121
65,2023,10,34,0,120
65,2023,11,35,0,141
65,2023,12,36,0,139
66,2021,1,1,2,206
66,2021,2,2,1,193
66,2021,3,3,0,199
66,2021,4,4,3,224
66,2021,5,5,10,252
66,2021,6,6,11,251
66,2021,7,7,18,290
66,2021,8,8,18,323
66,2021,9,9,13,234
66,2021,10,10,5,210
66,2021,11,11,1,194
66,2021,12,12,0,190
66,2022,1,13,3,222
66,2022,2,14,3,211
66,2022,3,15,2,198
66,2022,4,16,2,161
66,2022,5,17,8,233
66,2022,6,18,15,253
66,2022,7,19,21,307
66,2022,8,20,18,308
66,2022,9,21,13,286
66,2022,10,22,8,188
66,2022,11,23,4,209
66,2022,12,24,1,242
66,2023,1,25,0,169
66,2023,2,26,0,169
66,2023,3,27,0,176
66,2023,4,28,2,209
66,2023,5,29,5,238
66,2023,6,30,10,275
66,2023,7,31,22,302
66,2023,8,32,19,284
66,2023,9,33,7,225
66,2023,10,34,4,223
66,2023,11,35,1,184
66,2023,12,36,0,216
67,2021,1,1,0,132
67,2021,2,2,0,145
67,2021,3,3,0,134
67,2021,4,4,0,134
67,2021,5,5,5,143
67,2021,6,6,10,206
67,2021,7,7,17,223
67,2021,8,8,9,201
67,2021,9,9,3,174
67,2021,10,10,0,131
67,2021,11,11,0,113
67,2021,12,12,0,158
67,2022,1,13,0,139
67,2022,2,14,0,151
67,2022,3,15,0,117
67,2022,4,16,0,114
67,2022,5,17,0,93
67,2022,6,18,9,156
67,2022,7,19,14,227
67,2022,8,20,8,185
67,2022,9,21,4,162
67,2022,10,22,0,120
67,2022,11,23,0,141
67,2022,12,24,0,170
67,2023,1,25,0,121
67,2023,2,26,0,151
67,2023,3,27,0,133
67,2023,4,28,0,125
67,2023,5,29,1,136
67,2023,6,30,7,161
67,2023,7,31,14,211
67,2023,8,32,11,198
67,2023,9,33,4,162
67,2023,10,34,0,144
67,2023,11,35,0,121
67,2023,12,36,0,163
68,2021,1,1,6,286
68,2021,2,2,6,279
68,2021,3,3,8,304
68,2021,4,4,9,298
68,2021,5,5,14,328
68,2021,6,6,23,368
68,2021,7,7,27,396
68,2021,8,8,23,382
68,2021,9,9,19,335
68,2021,10,10,9,300
68,2021,11,11,7,275
68,2021,12,12,7,307
68,2022,1,13,5,270
68,2022,2,14,9,293
68,2022,3,15,9,308
68,2022,4,16,7,274
68,2022,5,17,17,347
68,2022,6,18,22,372
68,2022,7,19,27,403
68,2022,8,20,25,386
68,2022,9,21,15,319
68,2022,10,22,7,300
68,2022,11,23,8,288
68,2022,12,24,6,314
68,2023,1,25,4,265
68,2023,2,26,8,292
68,2023,3,27,10,302
68,2023,4,28,12,307
68,2023,5,29,15,294
68,2023,6,30,22,358
68,2023,7,31,27,409
68,2023,8,32,22,356
68,2023,9,33,20,360
68,2023,10,34,10,266
68,2023,11,35,8,278
68,2023,12,36,5,284
69,2021,1,1,0,152
69,2021,2,2,0,184
69,2021,3,3,0,150
69,2021,4,4,0,178
69,2021,5,5,8,201
69,2021,6,6,14,241
69,2021,7,7,17,257
69,2021,8,8,15,262
69,2021,9,9,7,211
69,2021,10,10,1,168
69,2021,11,11,0,158
69,2021,12,12,0,165
69,2022,1,13,0,171
69,2022,2,14,2,174
69,2022,3,15,0,153
69,2022,4,16,0,131
69,2022,5,17,3,169
69,2022,6,18,12,236
69,2022,7,19,18,274
69,2022,8,20,12,219
69,2022,9,21,10,237
69,2022,10,22,0,169
69,2022,11,23,0,179
69,2022,12,24,0,195
69,2023,1,25,0,169
69,2023,2,26,0,162
69,2023,3,27,0,185
69,2023,4,28,0,182
69,2023,5,29,5,206
69,2023,6,30,11,266
69,2023,7,31,15,242
69,2023,8,32,19,265
69,2023,9,33,10,183
69,2023,10,34,0,147
69,2023,11,35,0,140
69,2023,12,36,0,212
70,2021,1,1,1,175
70,2021,2,2,8,251
70,2021,3,3,6,227
70,2021,4,4,9,244
70,2021,5,5,12,260
70,2021,6,6,19,321
70,2021,7,7,25,322
70,2021,8,8,25,364
70,2021,9,9,17,281
70,2021,10,10,6,239
70,2021,11,11,5,210
70,2021,12,12,3,253
70,2022,1,13,7,264
70,2022,2,14,6,246
70,2022,3,15,4,185
70,2022,4,16,5,213
70,2022,5,17,13,252
70,2022,6,18,15,301
70,2022,7,19,23,337
70,2022,8,20,26,366
70,2022,9,21,16,287
70,2022,10,22,10,250
70,2022,11,23,6,227
70,2022,12,24,6,307
70,2023,1,25,6,240
70,2023,2,26,6,229
70,2023,3,27,6,258
70,2023,4,28,8,221
70,2023,5,29,15,272
70,2023,6,30,18,315
70,2023,7,31,29,339
70,2023,8,32,25,376
70,2023,9,33,14,280
70,2023,10,34,9,237
70,2023,11,35,6,260
70,2023,12,36,3,261
71,2021,1,1,6,250
71,2021,2,2,0,234
71,2021,3,3,4,236
71,2021,4,4,5,237
71,2021,5,5,12,272
71,2021,6,6,17,308
71,2021,7,7,20,319
71,2021,8,8,17,344
71,2021,9,9,11,278
71,2021,10,10,2,232
71,2021,11,11,4,230
71,2021,12,12,1,271
71,2022,1,13,2,231
71,2022,2,14,0,223
71,2022,3,15,1,204
71,2022,4,16,7,219
71,2022,5,17,11,286
71,2022,6,18,20,359
71,2022,7,19,25,375
71,2022,8,20,20,301
71,2022,9,21,16,303
71,2022,10,22,6,252
71,2022,11,23,1,216
71,2022,12,24,0,275
71,2023,1,25,4,236
71,2023,2,26,1,228
71,2023,3,27,0,221
71,2023,4,28,4,216
71,2023,5,29,12,275
71,2023,6,30,17,319
71,2023,7,31,25,330
71,2023,8,32,20,336
71,2023,9,33,9,275
71,2023,10,34,4,232
71,2023,11,35,1,207
71,2023,12,36,3,263
72,2021,1,1,0,178
72,2021,2,2,0,212
72,2021,3,3,0,207
72,2021,4,4,0,219
72,2021,5,5,3,224
72,2021,6,6,10,273
72,2021,7,7,14,279
72,2021,8,8,10,279
72,2021,9,9,5,255
72,2021,10,10,0,199
72,2021,11,11,0,166
72,2021,12,12,0,242
72,2022,1,13,0,163
72,2022,2,14,0,202
72,2022,3,15,0,210
72,2022,4,16,0,178
72,2022,5,17,0,176
72,2022,6,18,10,258
72,2022,7,19,13,264
72,2022,8,20,12,288
72,2022,9,21,6,269
72,2022,10,22,0,192
72,2022,11,23,0,203
72,2022,12,24,0,223
72,2023,1,25,0,219
72,2023,2,26,0,206
72,2023,3,27,0,196
72,2023,4,28,0,219
72,2023,5,29,3,256
72,2023,6,30,8,270
72,2023,7,31,18,285
72,2023,8,32,14,289
72,2023,9,33,3,210
72,2023,10,34,0,204
72,2023,11,35,0,182
72,2023,12,36,0,252
73,2021,1,1,5,289
73,2021,2,2,3,245
73,2021,3,3,1,278
73,2021,4,4,8,306
73,2021,5,5,11,295
73,2021,6,6,17,353
73,2021,7,7,26,371
73,2021,8,8,22,380
73,2021,9,9,15,326
73,2021,10,10,5,259
73,2021,11,11,4,277
73,2021,12,12,1,301
73,2022,1,13,6,316
73,2022,2,14,6,294
73,2022,3,15,6,274
73,2022,4,16,7,280
73,2022,5,17,11,316
73,2022,6,18,20,342
73,2022,7,19,26,401
73,2022,8,20,22,371
73,2022,9,21,16,357
73,2022,10,22,5,279
73,2022,11,23,4,276
73,2022,12,24,3,290
73,2023,1,25,6,265
73,2023,2,26,3,259
73,2023,3,27,4,289
73,2023,4,28,5,274
73,2023,5,29,14,328
73,2023,6,30,18,321
73,2023,7,31,25,381
73,2023,8,32,23,382
73,2023,9,33,14,342
73,2023,10,34,4,251
73,2023,11,35,3,281
73,2023,12,36,6,299
74,2021,1,1,0,166
74,2021,2,2,0,156
74,2021,3,3,0,158
74,2021,4,4,0,167
74,2021,5,5,4,191
74,2021,6,6,14,236
74,2021,7,7,14,253
74,2021,8,8,14,252
74,2021,9,9,3,187
74,2021,10,10,1,163
74,2021,11,11,0,173
74,2021,12,12,0,183
74,2022,1,13,0,177
74,2022,2,14,0,202
74,2022,3,15,0,166
74,2022,4,16,0,156
74,2022,5,17,3,175
74,2022,6,18,9,204
74,2022,7,19,19,285
74,2022,8,20,14,250
74,2022,9,21,7,214
74,2022,10,22,0,172
74,2022,11,23,0,173
74,2022,12,24,0,178
74,2023,1,25,0,173
74,2023,2,26,0,159
74,2023,3,27,0,170
74,2023,4,28,0,151
74,2023,5,29,4,173
74,2023,6,30,13,261
74,2023,7,31,15,228
74,2023,8,32,17,273
74,2023,9,33,6,210
74,2023,10,34,0,177
74,2023,11,35,0,151
74,2023,12,36,0,206
75,2021,1,1,2,235
75,2021,2,2,1,234
75,2021,3,3,3,283
75,2021,4,4,2,200
75,2021,5,5,11,270
75,2021,6,6,13,292
75,2021,7,7,20,337
75,2021,8,8,21,340
75,2021,9,9,11,271
75,2021,10,10,7,266
75,2021,11,11,0,219
75,2021,12,12,0,265
75,2022,1,13,0,219
75,2022,2,14,2,226
75,2022,3,15,0,219
75,2022,4,16,3,222
75,2022,5,17,8,276
75,2022,6,18,17,349
75,2022,7,19,18,339
75,2022,8,20,19,345
75,2022,9,21,13,282
75,2022,10,22,7,238
75,2022,11,23,2,217
75,2022,12,24,0,252
75,2023,1,25,0,240
75,2023,2,26,0,237
75,2023,3,27,3,233
75,2023,4,28,5,236
75,2023,5,29,12,271
75,2023,6,30,15,305
75,2023,7,31,22,337
75,2023,8,32,20,316
75,2023,9,33,11,291
75,2023,10,34,1,200
75,2023,11,35,1,212
75,2023,12,36,1,235
76,2021,1,1,0,194
76,2021,2,2,1,175
76,2021,3,3,0,192
76,2021,4,4,6,198
76,2021,5,5,8,207
76,2021,6,6,12,249
76,2021,7,7,17,276
76,2021,8,8,16,266
76,2021,9,9,8,208
76,2021,10,10,1,152
76,2021,11,11,0,149
76,2021,12,12,0,178
76,2022,1,13,0,187
76,2022,2,14,0,194
76,2022,3,15,0,157
76,2022,4,16,3,166
76,2022,5,17,7,182
76,2022,6,18,15,242
76,2022,7,19,16,285
76,2022,8,20,17,267
76,2022,9,21,6,195
76,2022,10,22,3,181
76,2022,11,23,0,181
76,2022,12,24,0,181
76,2023,1,25,2,165
76,2023,2,26,0,183
76,2023,3,27,4,194
76,2023,4,28,2,172
76,2023,5,29,10,211
76,2023,6,30,17,268
76,2023,7,31,19,233
76,2023,8,32,17,251
76,2023,9,33,8,181
76,2023,10,34,1,140
76,2023,11,35,0,156
76,2023,12,36,3,191
77,2021,1,1,9,351
77,2021,2,2,5,323
77,2021,3,3,9,319
77,2021,4,4,11,371
77,2021,5,5,13,359
77,2021,6,6,25,432
77,2021,7,7,30,453
77,2021,8,8,24,419
77,2021,9,9,20,355
77,2021,10,10,11,364
77,2021,11,11,8,337
77,2021,12,12,5,334
77,2022,1,13,8,311
77,2022,2,14,8,321
77,2022,3,15,11,323
77,2022,4,16,13,347
77,2022,5,17,15,363
77,2022,6,18,25,417
77,2022,7,19,25,416
77,2022,8,20,26,441
77,2022,9,21,20,373
77,2022,10,22,9,317
77,2022,11,23,9,347
77,2022,12,24,8,368
77,2023,1,25,6,334
77,2023,2,26,6,303
77,2023,3,27,9,350
77,2023,4,28,11,337
77,2023,5,29,13,364
77,2023,6,30,22,424
77,2023,7,31,27,413
77,2023,8,32,28,420
77,2023,9,33,17,378
77,2023,10,34,11,352
77,2023,11,35,8,317
77,2023,12,36,6,346
78,2021,1,1,3,279
78,2021,2,2,0,234
78,2021,3,3,6,248
78,2021,4,4,4,251
78,2021,5,5,6,233
78,2021,6,6,13,286
78,2021,7,7,22,353
78,2021,8,8,24,375
78,2021,9,9,9,259
78,2021,10,10,7,263
78,2021,11,11,0,221
78,2021,12,12,3,249
78,2022,1,13,3,260
78,2022,2,14,1,252
78,2022,3,15,2,204
78,2022,4,16,3,236
78,2022,5,17,6,237
78,2022,6,18,14,297
78,2022,7,19,21,358
78,2022,8,20,18,345
78,2022,9,21,11,308
78,2022,10,22,6,274
78,2022,11,23,2,263
78,2022,12,24,0,253
78,2023,1,25,2,261
78,2023,2,26,0,219
78,2023,3,27,3,232
78,2023,4,28,2,246
78,2023,5,29,11,277
78,2023,6,30,21,362
78,2023,7,31,20,314
78,2023,8,32,22,356
78,2023,9,33,9,266
78,2023,10,34,0,217
78,2023,11,35,2,234
78,2023,12,36,1,266
79,2021,1,1,0,182
79,2021,2,2,0,179
79,2021,3,3,0,183
79,2021,4,4,4,208
79,2021,5,5,7,213
79,2021,6,6,16,274
79,2021,7,7,17,278
79,2021,8,8,19,304
79,2021,9,9,12,228
79,2021,10,10,3,185
79,2021,11,11,0,202
79,2021,12,12,0,207
79,2022,1,13,0,208
79,2022,2,14,0,213
79,2022,3,15,1,180
79,2022,4,16,1,161
79,2022,5,17,5,190
79,2022,6,18,15,254
79,2022,7,19,19,296
79,2022,8,20,16,277
79,2022,9,21,12,252
79,2022,10,22,1,179
79,2022,11,23,0,214
79,2022,12,24,0,211
79,2023,1,25,0,182
79,2023,2,26,1,181
79,2023,3,27,0,170
79,2023,4,28,0,166
79,2023,5,29,7,239
79,2023,6,30,14,255
79,2023,7,31,20,283
79,2023,8,32,20,292
79,2023,9,33,9,241
79,2023,10,34,2,193
79,2023,11,35,0,177
79,2023,12,36,0,224
80,2021,1,1,4,261
80,2021,2,2,6,285
80,2021,3,3,6,251
80,2021,4,4,9,288
80,2021,5,5,10,259
80,2021,6,6,19,325
80,2021,7,7,23,372
80,2021,8,8,23,373
80,2021,9,9,14,290
80,2021,10,10,9,278
80,2021,11,11,4,270
80,2021,12,12,3,283
80,2022,1,13,5,268
80,2022,2,14,6,259
80,2022,3,15,7,276
80,2022,4,16,12,249
80,2022,5,17,11,301
80,2022,6,18,19,333
80,2022,7,19,26,379
80,2022,8,20,24,362
80,2022,9,21,16,295
80,2022,10,22,7,244
80,2022,11,23,0,218
80,2022,12,24,4,266
80,2023,1,25,6,272
80,2023,2,26,7,264
80,2023,3,27,5,245
80,2023,4,28,11,268
80,2023,5,29,14,315
80,2023,6,30,17,357
80,2023,7,31,24,336
80,2023,8,32,24,386
80,2023,9,33,15,282
80,2023,10,34,7,263
80,2023,11,35,6,233
80,2023,12,36,6,277
81,2021,1,1,0,155
81,2021,2,2,0,195
81,2021,3,3,0,136
81,2021,4,4,0,154
81,2021,5,5,3,160
81,2021,6,6,9,202
81,2021,7,7,11,215
81,2021,8,8,14,227
81,2021,9,9,4,176
81,2021,10,10,0,139
81,2021,11,11,0,132
81,2021,12,12,0,209
81,2022,1,13,0,158
81,2022,2,14,0,147
81,2022,3,15,0,141
81,2022,4,16,0,154
81,2022,5,17,3,162
81,2022,6,18,9,223
81,2022,7,19,17,277
81,2022,8,20,13,239
81,2022,9,21,4,151
81,2022,10,22,0,155
81,2022,11,23,0,146
81,2022,12,24,0,202
81,2023,1,25,0,168
81,2023,2,26,0,149
81,2023,3,27,0,145
81,2023,4,28,0,156
81,2023,5,29,3,156
81,2023,6,30,10,222
81,2023,7,31,16,228
81,2023,8,32,14,235
81,2023,9,33,5,175
81,2023,10,34,0,147
81,2023,11,35,0,122
81,2023,12,36,0,158
82,2021,1,1,9,310
82,2021,2,2,8,312
82,2021,3,3,13,345
82,2021,4,4,10,318
82,2021,5,5,15,354
82,2021,6,6,18,367
82,2021,7,7,27,409
82,2021,8,8,23,412
82,2021,9,9,19,352
82,2021,10,10,13,350
82,2021,11,11,7,278
82,2021,12,12,7,323
82,2022,1,13,8,295
82,2022,2,14,6,318
82,2022,3,15,6,288
82,2022,4,16,11,312
82,2022,5,17,18,333
82,2022,6,18,20,367
82,2022,7,19,30,406
82,2022,8,20,25,404
82,2022,9,21,18,358
82,2022,10,22,12,324
82,2022,11,23,9,287
82,2022,12,24,6,314
82,2023,1,25,7,277
82,2023,2,26,8,302
82,2023,3,27,8,300
82,2023,4,28,10,320
82,2023,5,29,12,296
82,2023,6,30,22,407
82,2023,7,31,27,419
82,2023,8,32,24,391
82,2023,9,33,16,362
82,2023,10,34,10,297
82,2023,11,35,6,313
82,2023,12,36,9,329
83,2021,1,1,0,138
83,2021,2,2,0,134
83,2021,3,3,0,155
83,2021,4,4,1,168
83,2021,5,5,3,175
83,2021,6,6,10,231
83,2021,7,7,17,229
83,2021,8,8,15,253
83,2021,9,9,7,206
83,2021,10,10,0,167
83,2021,11,11,0,145
83,2021,12,12,0,169
83,2022,1,13,0,167
83,2022,2,14,0,167
83,2022,3,15,0,165
83,2022,4,16,2,172
83,2022,5,17,8,199
83,2022,6,18,13,213
83,2022,7,19,15,242
83,2022,8,20,18,260
83,2022,9,21,6,182
83,2022,10,22,0,151
83,2022,11,23,0,128
83,2022,12,24,0,208
83,2023,1,25,0,159
83,2023,2,26,0,148
83,2023,3,27,0,163
83,2023,4,28,0,181
83,2023,5,29,3,172
83,2023,6,30,12,257
83,2023,7,31,16,242
83,2023,8,32,15,236
83,2023,9,33,4,177
83,2023,10,34,1,159
83,2023,11,35,0,156
83,2023,12,36,0,190
84,2021,1,1,0,146
84,2021,2,2,0,157
84,2021,3,3,0,141
84,2021,4,4,0,129
84,2021,5,5,0,129
84,2021,6,6,10,213
84,2021,7,7,14,198
84,2021,8,8,13,207
84,2021,9,9,6,181
84,2021,10,10,0,142
84,2021,11,11,0,135
84,2021,12,12,0,166
84,2022,1,13,0,152
84,2022,2,14,0,178
84,2022,3,15,0,105
84,2022,4,16,0,116
84,2022,5,17,2,142
84,2022,6,18,10,219
84,2022,7,19,14,229
84,2022,8,20,13,217
84,2022,9,21,7,217
84,2022,10,22,1,143
84,2022,11,23,0,152
84,2022,12,24,0,182
84,2023,1,25,0,141
84,2023,2,26,0,115
84,2023,3,27,0,139
84,2023,4,28,0,133
84,2023,5,29,0,125
84,2023,6,30,10,208
84,2023,7,31,15,221
84,2023,8,32,12,224
84,2023,9,33,6,197
84,2023,10,34,0,135
84,2023,11,35,0,127
84,2023,12,36,0,153
85,2021,1,1,1,206
85,2021,2,2,3,240
85,2021,3,3,2,184
85,2021,4,4,1,205
85,2021,5,5,6,233
85,2021,6,6,13,286
85,2021,7,7,16,290
85,2021,8,8,15,297
85,2021,9,9,12,251
85,2021,10,10,1,231
85,2021,11,11,1,228
85,2021,12,12,0,229
85,2022,1,13,0,213
85,2022,2,14,0,220
85,2022,3,15,0,177
85,2022,4,16,0,192
85,2022,5,17,3,203
85,2022,6,18,17,282
85,2022,7,19,19,302
85,2022,8,20,13,274
85,2022,9,21,7,269
85,2022,10,22,3,202
85,2022,11,23,0,216
85,2022,12,24,0,250
85,2023,1,25,0,194
85,2023,2,26,0,183
85,2023,3,27,1,211
85,2023,4,28,0,185
85,2023,5,29,4,232
85,2023,6,30,12,279
85,2023,7,31,19,318
85,2023,8,32,13,284
85,2023,9,33,9,230
85,2023,10,34,0,167
85,2023,11,35,0,208
85,2023,12,36,0,226
86,2021,1,1,5,247
86,2021,2,2,4,264
86,2021,3,3,4,229
86,2021,4,4,7,281
86,2021,5,5,12,283
86,2021,6,6,22,357
86,2021,7,7,21,365
86,2021,8,8,22,365
86,2021,9,9,15,324
86,2021,10,10,5,251
86,2021,11,11,3,221
86,2021,12,12,7,295
86,2022,1,13,1,266
86,2022,2,14,6,273
86,2022,3,15,6,254
86,2022,4,16,6,250
86,2022,5,17,15,288
86,2022,6,18,16,320
86,2022,7,19,23,371
86,2022,8,20,26,380
86,2022,9,21,16,314
86,2022,10,22,8,273
86,2022,11,23,3,240
86,2022,12,24,7,319
86,2023,1,25,7,260
86,2023,2,26,6,272
86,2023,3,27,8,293
86,2023,4,28,8,280
86,2023,5,29,8,284
86,2023,6,30,20,361
86,2023,7,31,24,354
86,2023,8,32,25,372
86,2023,9,33,11,291
86,2023,10,34,11,282
86,2023,11,35,4,230
86,2023,12,36,3,277
87,2021,1,1,0,190
87,2021,2,2,0,225
87,2021,3,3,0,200
87,2021,4,4,0,215
87,2021,5,5,0,193
87,2021,6,6,11,263
87,2021,7,7,14,267
87,2021,8,8,15,302
87,2021,9,9,2,199
87,2021,10,10,0,208
87,2021,11,11,0,199
87,2021,12,12,0,243
87,2022,1,13,0,219
87,2022,2,14,0,208
87,2022,3,15,0,197
87,2022,4,16,0,173
87,2022,5,17,6,240
87,2022,6,18,14,271
87,2022,7,19,13,309
87,2022,8,20,9,272
87,2022,9,21,1,189
87,2022,10,22,0,221
87,2022,11,23,0,203
87,2022,12,24,0,232
87,2023,1,25,0,181
87,2023,2,26,0,195
87,2023,3,27,0,185
87,2023,4,28,0,199
87,2023,5,29,3,219
87,2023,6,30,7,266
87,2023,7,31,16,301
87,2023,8,32,13,267
87,2023,9,33,7,199
87,2023,10,34,2,201
87,2023,11,35,0,211
87,2023,12,36,0,244
88,2021,1,1,0,163
88,2021,2,2,0,187
88,2021,3,3,0,178
88,2021,4,4,1,202
88,2021,5,5,7,184
88,2021,6,6,13,261
88,2021,7,7,13,251
88,2021,8,8,13,245
88,2021,9,9,7,225
88,2021,10,10,0,169
88,2021,11,11,0,119
88,2021,12,12,0,198
88,2022,1,13,0,189
88,2022,2,14,0,229
88,2022,3,15,0,166
88,2022,4,16,0,160
88,2022,5,17,5,191
88,2022,6,18,12,251
88,2022,7,19,16,263
88,2022,8,20,16,261
88,2022,9,21,7,247
88,2022,10,22,0,183
88,2022,11,23,1,180
88,2022,12,24,0,203
88,2023,1,25,0,211
88,2023,2,26,0,182
88,2023,3,27,0,171
88,2023,4,28,0,181
88,2023,5,29,3,203
88,2023,6,30,12,258
88,2023,7,31,18,288
88,2023,8,32,14,242
88,2023,9,33,5,181
88,2023,10,34,1,189
88,2023,11,35,0,168
88,2023,12,36,0,198
89,2021,1,1,5,283
89,2021,2,2,9,285
89,2021,3,3,9,305
89,2021,4,4,9,316
89,2021,5,5,13,306
89,2021,6,6,20,381
89,2021,7,7,27,393
89,2021,8,8,26,400
89,2021,9,9,15,298
89,2021,10,10,9,294
89,2021,11,11,4,274
89,2021,12,12,3,289
89,2022,1,13,6,270
89,2022,2,14,9,308
89,2022,3,15,9,278
89,2022,4,16,12,334
89,2022,5,17,14,308
89,2022,6,18,23,375
89,2022,7,19,25,409
89,2022,8,20,24,364
89,2022,9,21,15,324
89,2022,10,22,8,307
89,2022,11,23,9,267
89,2022,12,24,4,309
89,2023,1,25,4,276
89,2023,2,26,5,280
89,2023,3,27,7,289
89,2023,4,28,11,294
89,2023,5,29,13,297
89,2023,6,30,24,399
89,2023,7,31,27,386
89,2023,8,32,25,396
89,2023,9,33,12,284
89,2023,10,34,6,282
89,2023,11,35,8,263
89,2023,12,36,2,286
90,2021,1,1,16,382
90,2021,2,2,14,370
90,2021,3,3,11,343
90,2021,4,4,15,372
90,2021,5,5,22,399
90,2021,6,6,30,441
90,2021,7,7,32,467
90,2021,8,8,31,472
90,2021,9,9,24,429
90,2021,10,10,15,375
90,2021,11,11,12,326
90,2021,12,12,12,377
